"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37183052811","Census Tract 528.11; Wake County; North Carolina","3528","413","2338","497","0","21","424","196","884","342","718","423","236","130","76","116","1190","368","56","107","606","249","447","313","81","80","0","21","0","21",
"1400000US37183052812","Census Tract 528.12; Wake County; North Carolina","1568","247","1363","265","81","99","404","157","602","252","76","50","127","101","73","60","205","136","0","14","84","88","121","124","0","14","0","14","0","14",
"1400000US37183052813","Census Tract 528.13; Wake County; North Carolina","1629","394","628","190","49","66","42","41","375","188","95","88","58","64","9","19","1001","418","56","56","436","190","481","391","28","35","0","14","0","14",
"1400000US37183052814","Census Tract 528.14; Wake County; North Carolina","1611","185","1232","188","90","112","179","115","512","136","288","115","163","100","0","14","379","181","58","80","86","84","201","125","0","14","34","59","0","14",
"1400000US37183052815","Census Tract 528.15; Wake County; North Carolina","2156","396","1355","410","11","16","444","134","578","385","237","102","75","71","10","18","801","214","53","63","484","193","127","101","137","100","0","19","0","19",
"1400000US37183052816","Census Tract 528.16; Wake County; North Carolina","2142","465","1632","511","49","44","261","140","412","137","720","478","166","109","24","27","510","191","12","18","150","108","235","154","77","87","16","24","20","34",
"1400000US37183052901","Census Tract 529.01; Wake County; North Carolina","1054","97","918","99","36","29","130","64","367","105","292","100","82","56","11","18","136","76","0","14","91","77","45","37","0","14","0","14","0","14",
"1400000US37183052902","Census Tract 529.02; Wake County; North Carolina","2639","470","2360","527","18","29","290","119","1342","547","444","170","208","131","58","60","279","158","0","19","39","45","73","80","95","112","0","19","72","103",
"1400000US37183052903","Census Tract 529.03; Wake County; North Carolina","1291","179","1235","179","0","14","233","96","508","155","348","125","94","43","52","44","56","59","30","54","17","20","9","15","0","14","0","14","0","14",
"1400000US37183052905","Census Tract 529.05; Wake County; North Carolina","1453","380","1343","385","0","14","173","98","980","390","171","68","6","11","13","18","110","68","0","14","59","57","0","14","0","14","51","21","0","14",
"1400000US37183052906","Census Tract 529.06; Wake County; North Carolina","1835","170","1530","143","0","19","242","114","619","135","416","143","183","99","70","60","305","180","0","19","31","43","113","139","103","116","58","53","0","19",
"1400000US37183053003","Census Tract 530.03; Wake County; North Carolina","2439","291","825","194","0","19","99","65","488","192","147","80","75","72","16","24","1614","234","113","95","947","223","457","136","50","64","0","19","47","80",
"1400000US37183053004","Census Tract 530.04; Wake County; North Carolina","1185","160","810","133","0","14","191","107","400","91","156","73","41","35","22","25","375","108","15","20","313","109","47","40","0","14","0","14","0","14",
"1400000US37183053005","Census Tract 530.05; Wake County; North Carolina","1681","126","1664","123","14","21","153","62","1030","146","369","83","70","38","28","29","17","20","0","14","0","14","8","13","9","15","0","14","0","14",
"1400000US37183053006","Census Tract 530.06; Wake County; North Carolina","1309","283","1260","280","13","20","120","59","556","148","429","266","101","49","41","34","49","50","0","14","23","37","26","34","0","14","0","14","0","14",
"1400000US37183053007","Census Tract 530.07; Wake County; North Carolina","1410","154","1286","166","9","15","260","130","542","99","345","117","114","50","16","19","124","66","23","26","47","52","46","42","0","14","0","14","8","11",
"1400000US37183053009","Census Tract 530.09; Wake County; North Carolina","3525","472","2736","441","57","44","262","112","1837","465","411","155","138","117","31","37","789","220","17","28","468","215","304","196","0","19","0","19","0","19",
"1400000US37183053010","Census Tract 530.10; Wake County; North Carolina","1889","264","1541","297","0","19","184","81","846","296","361","132","113","54","37","34","348","143","20","27","141","109","90","81","47","63","20","31","30","36",
"1400000US37183053011","Census Tract 530.11; Wake County; North Carolina","1952","353","480","135","0","14","182","102","197","75","71","56","30","38","0","14","1472","348","97","81","886","327","489","183","0","14","0","14","0","14",
"1400000US37183053105","Census Tract 531.05; Wake County; North Carolina","2034","154","1259","151","27","30","280","101","701","159","177","91","31","36","43","40","775","192","114","108","275","122","328","129","58","46","0","19","0","19",
"1400000US37183053106","Census Tract 531.06; Wake County; North Carolina","1556","200","1168","150","46","41","187","78","651","160","204","79","50","43","30","33","388","185","104","76","139","137","145","113","0","14","0","14","0","14",
"1400000US37183053109","Census Tract 531.09; Wake County; North Carolina","4056","430","2849","353","55","90","335","130","1362","280","764","244","265","110","68","56","1207","446","17","29","328","147","550","397","127","81","28","33","157","225",
"1400000US37183053110","Census Tract 531.10; Wake County; North Carolina","2346","394","2081","377","51","59","207","112","761","212","741","383","75","50","246","151","265","122","0","19","130","101","51","54","22","36","16","24","46","55",
"1400000US37183053111","Census Tract 531.11; Wake County; North Carolina","2067","258","1836","220","34","40","473","204","805","150","369","131","125","87","30","35","231","173","0","19","132","150","72","78","27","54","0","19","0","19",
"1400000US37183053112","Census Tract 531.12; Wake County; North Carolina","2662","348","2139","372","110","125","436","180","1242","339","272","126","79","63","0","19","523","188","112","119","237","126","147","125","0","19","27","45","0","19",
"1400000US37183053113","Census Tract 531.13; Wake County; North Carolina","1946","235","1552","257","24","38","319","151","900","261","175","119","106","81","28","47","394","155","28","46","174","95","81","84","111","105","0","19","0","19",
"1400000US37183053114","Census Tract 531.14; Wake County; North Carolina","2719","369","2426","283","37","44","564","161","1096","158","521","253","97","61","111","107","293","206","112","180","48","57","114","90","19","29","0","19","0","19",
"1400000US37183053115","Census Tract 531.15; Wake County; North Carolina","821","75","641","98","14","23","98","70","267","83","203","87","47","31","12","19","180","99","0","14","64","68","79","84","37","51","0","14","0","14",
"1400000US37183053202","Census Tract 532.02; Wake County; North Carolina","1669","276","1559","270","19","21","89","50","984","307","298","81","132","66","37","29","110","61","27","30","61","58","22","24","0","19","0","19","0","19",
"1400000US37183053203","Census Tract 532.03; Wake County; North Carolina","3394","294","2846","225","0","19","684","199","1406","258","638","210","91","68","27","31","548","257","0","19","291","210","88","61","145","130","24","37","0","19",
"1400000US37183053204","Census Tract 532.04; Wake County; North Carolina","1922","243","1329","214","0","14","316","83","710","195","165","76","104","69","34","42","593","130","46","36","284","105","227","84","22","25","14","26","0","14",
"1400000US37183053205","Census Tract 532.05; Wake County; North Carolina","2111","195","1733","223","28","29","275","94","1122","217","232","79","23","25","53","46","378","125","9","16","242","83","41","34","86","113","0","19","0","19",
"1400000US37183053206","Census Tract 532.06; Wake County; North Carolina","2174","196","1742","176","19","26","366","146","984","192","292","105","79","66","2","4","432","139","120","95","187","132","107","80","18","24","0","19","0","19",
"1400000US37183053208","Census Tract 532.08; Wake County; North Carolina","4440","380","4132","390","0","21","557","143","2487","474","987","304","90","61","11","20","308","132","0","21","191","107","104","78","13","22","0","21","0","21",
"1400000US37183053209","Census Tract 532.09; Wake County; North Carolina","884","112","769","111","0","14","33","41","423","114","222","97","49","45","42","38","115","105","0","14","55","83","46","62","14","22","0","14","0","14",
"1400000US37183053210","Census Tract 532.10; Wake County; North Carolina","1889","307","1795","317","21","24","334","238","769","159","287","105","337","216","47","64","94","71","27","32","0","19","26","42","41","55","0","19","0","19",
"1400000US37183053211","Census Tract 532.11; Wake County; North Carolina","2407","204","2147","192","100","130","121","64","1067","228","583","207","156","125","120","105","260","121","0","19","38","45","187","115","35","50","0","19","0","19",
"1400000US37183053405","Census Tract 534.05; Wake County; North Carolina","2084","166","1406","157","12","18","160","79","803","157","260","92","171","136","0","14","678","140","184","92","291","95","203","107","0","14","0","14","0","14",
"1400000US37183053408","Census Tract 534.08; Wake County; North Carolina","1231","109","954","96","0","14","178","64","558","107","193","72","24","29","1","6","277","129","10","15","83","48","175","111","9","14","0","14","0","14",
"1400000US37183053409","Census Tract 534.09; Wake County; North Carolina","2361","334","2038","370","0","19","199","100","1219","324","313","135","273","241","34","53","323","139","0","19","122","88","164","96","37","39","0","19","0","19",
"1400000US37183053410","Census Tract 534.10; Wake County; North Carolina","2038","296","1824","330","7","14","283","89","982","157","437","312","91","73","24","36","214","97","47","71","67","49","76","51","24","36","0","19","0","19",
"1400000US37183053411","Census Tract 534.11; Wake County; North Carolina","4410","309","3303","356","69","67","382","186","2013","336","709","186","56","59","74","75","1107","290","6","11","606","266","341","161","154","172","0","21","0","21",
"1400000US37183053415","Census Tract 534.15; Wake County; North Carolina","1765","213","1269","198","11","14","303","105","606","192","287","81","51","52","11","18","496","146","53","66","207","106","174","94","45","54","9","13","8","13",
"1400000US37183053417","Census Tract 534.17; Wake County; North Carolina","1909","236","1153","158","26","30","252","96","686","129","113","60","76","55","0","14","756","223","140","78","300","195","296","116","13","21","0","14","7","11",
"1400000US37183053419","Census Tract 534.19; Wake County; North Carolina","1099","151","928","86","0","14","166","49","453","79","221","70","54","32","34","36","171","157","0","14","27","27","14","17","109","149","21","22","0","14",
"1400000US37183053421","Census Tract 534.21; Wake County; North Carolina","2001","239","1419","140","0","19","42","56","831","151","311","106","200","129","35","41","582","253","18","29","109","81","358","241","97","118","0","19","0","19",
"1400000US37183053422","Census Tract 534.22; Wake County; North Carolina","751","36","708","39","8","12","81","26","428","57","105","36","74","35","12","12","43","23","0","14","21","16","16","15","0","14","6","8","0","14",
"1400000US37183053423","Census Tract 534.23; Wake County; North Carolina","920","146","688","128","7","10","203","68","357","126","101","47","20","17","0","14","232","89","13","20","152","82","62","29","5","8","0","14","0","14",
"1400000US37183053424","Census Tract 534.24; Wake County; North Carolina","1686","162","1424","165","9","14","320","112","622","109","384","139","89","60","0","19","262","77","26","30","16","19","191","68","18","19","11","16","0","19",
"1400000US37183053425","Census Tract 534.25; Wake County; North Carolina","1130","155","720","75","19","29","96","43","374","87","181","80","50","55","0","14","410","162","2","3","224","106","184","118","0","14","0","14","0","14",
"1400000US37183053426","Census Tract 534.26; Wake County; North Carolina","2441","348","2153","352","40","53","346","130","1212","190","463","335","31","36","61","57","288","117","76","57","50","54","143","89","19","31","0","19","0","19",
"1400000US37183053427","Census Tract 534.27; Wake County; North Carolina","2093","232","1632","197","32","36","319","135","849","208","348","140","50","42","34","42","461","184","0","19","231","136","218","126","12","20","0","19","0","19",
"1400000US37183053428","Census Tract 534.28; Wake County; North Carolina","4672","362","4462","372","41","47","722","327","2605","407","935","404","140","90","19","33","210","120","0","21","41","50","132","102","15","25","22","38","0","21",
"1400000US37183053429","Census Tract 534.29; Wake County; North Carolina","1284","119","845","109","0","14","325","114","379","118","132","63","9","15","0","14","439","105","0","14","283","92","125","64","31","33","0","14","0","14",
"1400000US37183053430","Census Tract 534.30; Wake County; North Carolina","1732","175","965","160","0","14","150","73","536","149","177","104","58","50","44","50","767","199","43","48","236","106","294","165","194","113","0","14","0","14",
"1400000US37183053431","Census Tract 534.31; Wake County; North Carolina","1636","169","1079","163","78","77","130","99","516","151","287","107","47","41","21","24","557","181","27","34","283","134","165","112","68","71","14","25","0","14",
"1400000US37183053432","Census Tract 534.32; Wake County; North Carolina","1105","154","822","144","6","11","150","80","389","102","233","98","44","31","0","14","283","96","0","14","129","61","137","70","17","24","0","14","0","14",
"1400000US37183053433","Census Tract 534.33; Wake County; North Carolina","1990","483","1811","469","6","11","240","80","1104","419","396","301","55","44","10","18","179","79","0","19","49","53","107","64","23","25","0","19","0","19",
"1400000US37183053434","Census Tract 534.34; Wake County; North Carolina","1582","194","1324","209","0","14","299","115","659","200","293","116","64","54","9","18","258","110","35","34","102","66","116","96","5","8","0","14","0","14",
"1400000US37183053435","Census Tract 534.35; Wake County; North Carolina","1822","260","928","161","0","14","202","81","510","159","129","85","62","48","25","35","894","307","62","42","519","272","290","178","23","29","0","14","0","14",
"1400000US37183053436","Census Tract 534.36; Wake County; North Carolina","1347","176","1091","203","0","14","547","208","428","86","116","79","0","14","0","14","256","102","0","14","66","78","173","88","17","26","0","14","0","14",
"1400000US37183053505","Census Tract 535.05; Wake County; North Carolina","1374","102","1239","129","17","19","301","89","619","129","259","75","36","30","7","12","135","74","0","14","53","50","55","46","0","14","27","37","0","14",
"1400000US37183053506","Census Tract 535.06; Wake County; North Carolina","2566","194","1798","227","35","58","337","119","925","202","407","157","80","68","14","25","768","163","151","109","372","128","167","87","40","36","38","61","0","19",
"1400000US37183053507","Census Tract 535.07; Wake County; North Carolina","1773","170","833","166","56","40","213","129","394","92","103","51","67","63","0","14","940","166","150","74","582","152","110","54","88","58","0","14","10","15",
"1400000US37183053509","Census Tract 535.09; Wake County; North Carolina","2000","178","1959","180","18","20","267","78","1208","194","306","77","120","62","40","32","41","32","12","18","0","19","19","29","10","16","0","19","0","19",
"1400000US37183053512","Census Tract 535.12; Wake County; North Carolina","3604","421","1599","405","0","19","625","409","692","262","235","133","47","46","0","19","2005","362","61","93","1224","304","611","279","91","105","18","29","0","19",
"1400000US37183053513","Census Tract 535.13; Wake County; North Carolina","1686","217","651","134","27","33","235","99","329","84","32","32","23","29","5","17","1035","220","48","51","520","203","382","111","63","75","22","26","0","14",
"1400000US37183053516","Census Tract 535.16; Wake County; North Carolina","1500","215","552","188","7","12","82","44","361","176","59","49","21","25","22","25","948","185","63","44","481","138","310","166","51","67","43","50","0","14",
"1400000US37183053517","Census Tract 535.17; Wake County; North Carolina","1614","136","799","141","0","19","162","62","390","120","235","101","12","16","0","19","815","170","109","96","290","127","298","127","106","89","12","18","0","19",
"1400000US37183053518","Census Tract 535.18; Wake County; North Carolina","1712","342","1470","341","25","22","672","342","557","101","183","72","24","24","9","13","242","89","0","14","122","61","102","68","18","23","0","14","0","14",
"1400000US37183053519","Census Tract 535.19; Wake County; North Carolina","1487","164","810","121","34","30","402","111","234","79","87","46","20","25","33","30","677","161","46","43","383","127","225","101","23","26","0","14","0","14",
"1400000US37183053520","Census Tract 535.20; Wake County; North Carolina","2788","441","1049","170","0","19","103","76","535","169","311","149","100","74","0","19","1739","459","110","116","1149","454","437","179","13","28","30","48","0","19",
"1400000US37183053521","Census Tract 535.21; Wake County; North Carolina","1590","262","1445","266","0","14","424","259","627","105","164","97","224","141","6","10","145","61","0","14","36","39","53","35","35","29","0","14","21","24",
"1400000US37183053522","Census Tract 535.22; Wake County; North Carolina","3348","365","1264","253","0","19","278","127","640","184","282","163","64","54","0","19","2084","335","206","132","1203","316","555","190","120","101","0","19","0","19",
"1400000US37183053523","Census Tract 535.23; Wake County; North Carolina","2192","334","1270","248","19","31","201","95","603","242","337","149","41","39","69","56","922","249","33","39","601","211","288","166","0","19","0","19","0","19",
"1400000US37183053524","Census Tract 535.24; Wake County; North Carolina","1831","270","1172","112","24","27","403","104","502","124","231","88","12","17","0","14","659","262","48","58","425","255","144","74","42","41","0","14","0","14",
"1400000US37183053525","Census Tract 535.25; Wake County; North Carolina","1399","225","1030","225","0","14","248","84","467","165","223","192","26","23","66","65","369","83","10","15","159","74","149","65","7","12","44","57","0","14",
"1400000US37183053603","Census Tract 536.03; Wake County; North Carolina","1718","195","1203","213","10","16","281","90","529","126","334","171","49","56","0","14","515","107","42","42","305","119","66","41","97","72","0","14","5","10",
"1400000US37183053604","Census Tract 536.04; Wake County; North Carolina","1605","282","1507","277","7","11","157","51","785","217","483","257","58","38","17","26","98","52","0","14","37","24","53","44","8","13","0","14","0","14",
"1400000US37183053608","Census Tract 536.08; Wake County; North Carolina","2907","410","2082","362","21","34","849","352","912","257","273","144","27","42","0","19","825","275","74","55","238","143","378","161","85","132","50","48","0","19",
"1400000US37183053609","Census Tract 536.09; Wake County; North Carolina","982","135","186","71","0","14","71","65","41","27","74","38","0","14","0","14","796","135","24","22","511","129","229","104","26","24","6","12","0","14",
"1400000US37183053611","Census Tract 536.11; Wake County; North Carolina","2571","288","1894","315","0","19","319","188","1053","293","282","135","108","67","132","91","677","165","85","73","300","131","156","84","136","132","0","19","0","19",
"1400000US37183053612","Census Tract 536.12; Wake County; North Carolina","1137","130","474","127","11","22","121","67","234","123","103","85","5","13","0","14","663","177","8","15","218","97","337","165","77","69","23","35","0","14",
"1400000US37183053613","Census Tract 536.13; Wake County; North Carolina","2256","473","713","181","27","50","19","29","490","195","177","78","0","14","0","14","1543","457","176","185","589","461","762","264","16","26","0","14","0","14",
"1400000US37183053614","Census Tract 536.14; Wake County; North Carolina","1153","122","740","142","8","14","214","91","399","150","68","72","24","23","27","42","413","131","89","64","156","91","147","129","21","24","0","14","0","14",
"1400000US37183053615","Census Tract 536.15; Wake County; North Carolina","2449","314","799","289","21","34","446","156","232","201","100","121","0","14","0","14","1650","271","121","133","764","278","532","208","215","171","18","31","0","14",
"1400000US37183053616","Census Tract 536.16; Wake County; North Carolina","2161","167","1075","151","0","14","187","91","633","111","177","80","65","58","13","21","1086","217","95","109","690","173","282","116","19","32","0","14","0","14",
"1400000US37183053617","Census Tract 536.17; Wake County; North Carolina","4129","266","2257","293","30","37","680","214","1204","240","343","150","0","21","0","21","1872","309","18","29","896","267","767","227","132","117","42","64","17","27",
"1400000US37183053618","Census Tract 536.18; Wake County; North Carolina","1996","284","515","147","0","14","0","14","397","132","102","120","16","31","0","14","1481","312","26","32","1086","319","353","167","16","27","0","14","0","14",
"1400000US37183053619","Census Tract 536.19; Wake County; North Carolina","271","96","0","14","0","14","0","14","0","14","0","14","0","14","0","14","271","96","10","11","162","85","57","41","42","49","0","14","0","14",
"1400000US37183053620","Census Tract 536.20; Wake County; North Carolina","2629","444","1533","432","0","19","527","412","694","168","212","104","100","57","0","19","1096","239","0","19","304","194","544","178","209","118","0","19","39","62",
"1400000US37183053711","Census Tract 537.11; Wake County; North Carolina","1871","162","1512","143","0","14","241","88","939","163","220","116","88","54","24","30","359","128","0","14","237","107","112","81","10","17","0","14","0","14",
"1400000US37183053712","Census Tract 537.12; Wake County; North Carolina","1206","196","1088","200","0","14","288","97","420","138","263","123","59","39","58","86","118","65","0","14","57","48","19","20","42","40","0","14","0","14",
"1400000US37183053713","Census Tract 537.13; Wake County; North Carolina","1942","304","330","216","0","14","73","47","222","207","23","31","12","20","0","14","1612","232","15","24","1061","287","368","172","168","115","0","14","0","14",
"1400000US37183053714","Census Tract 537.14; Wake County; North Carolina","2327","329","1801","334","19","35","397","152","917","305","387","171","81","60","0","19","526","188","66","63","202","118","237","138","21","34","0","19","0","19",
"1400000US37183053715","Census Tract 537.15; Wake County; North Carolina","1507","233","1328","224","7","12","232","92","757","185","291","116","29","22","12","19","179","87","0","14","96","76","83","51","0","14","0","14","0","14",
"1400000US37183053716","Census Tract 537.16; Wake County; North Carolina","2114","282","1009","203","0","14","289","128","528","160","192","150","0","14","0","14","1105","275","44","38","725","242","336","203","0","14","0","14","0","14",
"1400000US37183053717","Census Tract 537.17; Wake County; North Carolina","2404","378","727","160","0","14","396","156","222","101","109","77","0","14","0","14","1677","396","64","80","1060","371","509","210","44","49","0","14","0","14",
"1400000US37183053718","Census Tract 537.18; Wake County; North Carolina","1181","94","1100","102","6","10","221","85","550","125","244","76","79","52","0","14","81","43","0","14","20","22","37","27","24","27","0","14","0","14",
"1400000US37183053719","Census Tract 537.19; Wake County; North Carolina","1358","90","1213","120","0","14","226","74","656","124","292","100","39","37","0","14","145","82","0","14","72","36","58","66","15","23","0","14","0","14",
"1400000US37183053720","Census Tract 537.20; Wake County; North Carolina","1547","217","1509","222","33","26","100","50","839","208","330","85","189","109","18","19","38","39","0","14","25","36","13","18","0","14","0","14","0","14",
"1400000US37183053721","Census Tract 537.21; Wake County; North Carolina","1362","132","1331","133","27","24","119","59","868","158","167","62","135","64","15","17","31","32","0","14","0","14","31","32","0","14","0","14","0","14",
"1400000US37183053722","Census Tract 537.22; Wake County; North Carolina","2509","295","1448","164","25","29","406","126","788","158","197","104","32","40","0","19","1061","306","215","105","411","267","345","180","50","47","40","60","0","19",
"1400000US37183053723","Census Tract 537.23; Wake County; North Carolina","1676","224","1507","225","66","39","672","148","436","94","233","120","100","154","0","14","169","61","13","17","87","52","51","43","18","22","0","14","0","14",
"1400000US37183053724","Census Tract 537.24; Wake County; North Carolina","2237","212","1486","215","20","30","484","159","775","189","181","100","26","33","0","19","751","241","78","79","358","191","272","118","43","46","0","19","0","19",
"1400000US37183053725","Census Tract 537.25; Wake County; North Carolina","2326","237","1557","252","38","45","460","196","617","186","353","198","56","49","33","38","769","166","21","34","437","146","250","114","14","23","47","70","0","19",
"1400000US37183053726","Census Tract 537.26; Wake County; North Carolina","1556","160","668","121","0","14","182","58","351","113","101","74","34","30","0","14","888","148","15","23","582","166","243","102","48","67","0","14","0","14",
"1400000US37183053727","Census Tract 537.27; Wake County; North Carolina","2461","281","1437","289","0","19","439","147","816","249","152","86","30","33","0","19","1024","265","125","118","438","152","442","226","19","28","0","19","0","19",
"1400000US37183053728","Census Tract 537.28; Wake County; North Carolina","1570","256","390","106","0","14","150","67","210","77","20","34","10","19","0","14","1180","250","169","161","734","213","254","124","23","27","0","14","0","14",
"1400000US37183053729","Census Tract 537.29; Wake County; North Carolina","2024","222","1601","281","0","14","394","155","974","305","127","75","68","67","38","63","423","194","130","85","186","143","60","52","0","14","47","40","0","14",
"1400000US37183053730","Census Tract 537.30; Wake County; North Carolina","1219","172","480","96","0","14","194","80","277","79","9","16","0","14","0","14","739","182","16","25","417","109","192","128","114","109","0","14","0","14",
"1400000US37183053803","Census Tract 538.03; Wake County; North Carolina","1348","188","1329","185","0","14","171","139","629","137","279","80","145","58","105","71","19","24","0","14","8","14","11","19","0","14","0","14","0","14",
"1400000US37183053804","Census Tract 538.04; Wake County; North Carolina","1254","150","1148","148","10","15","29","24","616","122","296","86","113","63","84","65","106","52","0","14","73","43","28","42","5","8","0","14","0","14",
"1400000US37183053805","Census Tract 538.05; Wake County; North Carolina","715","127","712","126","0","14","57","29","309","85","238","105","101","36","7","8","3","5","0","14","0","14","3","5","0","14","0","14","0","14",
"1400000US37183053806","Census Tract 538.06; Wake County; North Carolina","1169","98","1136","96","21","30","60","38","557","119","278","87","167","83","53","39","33","41","0","14","27","40","6","10","0","14","0","14","0","14",
"1400000US37183053807","Census Tract 538.07; Wake County; North Carolina","1723","277","1485","255","0","14","78","44","840","257","331","87","161","69","75","48","238","100","16","18","179","97","34","26","9","13","0","14","0","14",
"1400000US37183053808","Census Tract 538.08; Wake County; North Carolina","2011","214","1992","217","6","11","107","58","1209","235","469","139","113","63","88","57","19","21","0","19","0","19","19","21","0","19","0","19","0","19",
"1400000US37183053901","Census Tract 539.01; Wake County; North Carolina","1516","131","1516","131","4","8","141","75","627","146","452","128","245","104","47","38","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37183053902","Census Tract 539.02; Wake County; North Carolina","2401","492","2381","500","0","19","203","131","846","210","982","476","268","165","82","59","20","27","0","19","0","19","20","27","0","19","0","19","0","19",
"1400000US37183054001","Census Tract 540.01; Wake County; North Carolina","2877","457","1511","313","191","137","467","195","736","282","87","61","30","35","0","19","1366","404","92","103","1003","400","234","129","37","29","0","19","0","19",
"1400000US37183054004","Census Tract 540.04; Wake County; North Carolina","2332","283","1552","266","66","70","504","166","538","241","398","164","29","33","17","26","780","224","149","114","324","183","307","156","0","19","0","19","0","19",
"1400000US37183054006","Census Tract 540.06; Wake County; North Carolina","1215","208","637","140","6","9","119","72","331","95","128","61","53","70","0","14","578","189","58","48","424","195","90","55","0","14","6","12","0","14",
"1400000US37183054007","Census Tract 540.07; Wake County; North Carolina","2083","322","1251","309","0","14","477","274","531","164","163","78","68","44","12","21","832","186","17","28","526","158","220","119","69","73","0","14","0","14",
"1400000US37183054008","Census Tract 540.08; Wake County; North Carolina","2818","409","698","166","0","19","289","128","242","144","140","75","27","38","0","19","2120","412","198","144","1180","296","728","369","14","28","0","19","0","19",
"1400000US37183054011","Census Tract 540.11; Wake County; North Carolina","1100","137","1041","143","7","11","197","107","579","70","228","133","30","30","0","14","59","47","0","14","24","37","26","25","9","14","0","14","0","14",
"1400000US37183054012","Census Tract 540.12; Wake County; North Carolina","1612","129","1329","126","26","28","258","106","785","102","200","62","50","52","10","17","283","106","0","14","106","56","171","103","6","9","0","14","0","14",
"1400000US37183054015","Census Tract 540.15; Wake County; North Carolina","2042","243","698","162","19","22","160","75","363","158","136","69","20","26","0","14","1344","239","12","19","835","254","446","190","51","60","0","14","0","14",
"1400000US37183054016","Census Tract 540.16; Wake County; North Carolina","2651","331","2028","300","0","19","548","184","1144","269","336","142","0","19","0","19","623","182","0","19","218","125","318","165","87","92","0","19","0","19",
"1400000US37183054017","Census Tract 540.17; Wake County; North Carolina","1316","172","575","115","27","26","140","59","298","104","110","67","0","14","0","14","741","166","103","92","343","106","245","156","39","43","0","14","11","20",
"1400000US37183054018","Census Tract 540.18; Wake County; North Carolina","2077","294","338","134","0","14","120","60","177","116","41","53","0","14","0","14","1739","301","207","142","1003","310","501","158","28","30","0","14","0","14",
"1400000US37183054019","Census Tract 540.19; Wake County; North Carolina","1960","127","1444","197","25","41","188","105","918","198","188","98","125","97","0","14","516","166","48","56","286","171","124","132","27","45","0","14","31","49",
"1400000US37183054020","Census Tract 540.20; Wake County; North Carolina","1954","213","1300","239","0","14","380","179","666","229","214","151","13","25","27","33","654","200","120","114","449","225","49","51","0","14","36","54","0","14",
"1400000US37183054021","Census Tract 540.21; Wake County; North Carolina","936","77","894","91","13","21","203","62","362","130","281","94","35","42","0","14","42","46","0","14","9","14","0","14","33","44","0","14","0","14",
"1400000US37183054022","Census Tract 540.22; Wake County; North Carolina","1889","173","960","217","0","14","238","164","348","182","205","133","22","51","147","130","929","258","78","107","457","191","376","198","18","32","0","14","0","14",
"1400000US37183054023","Census Tract 540.23; Wake County; North Carolina","2969","490","1264","209","0","19","257","147","578","176","385","166","44","56","0","19","1705","498","203","217","824","425","531","277","68","74","0","19","79","123",
"1400000US37183054106","Census Tract 541.06; Wake County; North Carolina","3216","289","1754","310","96","85","304","134","593","183","617","329","125","78","19","32","1462","260","77","62","655","238","380","208","214","150","65","98","71","111",
"1400000US37183054108","Census Tract 541.08; Wake County; North Carolina","2802","235","2019","336","74","76","380","158","1048","294","284","150","195","136","38","46","783","257","75","82","186","140","421","216","37","39","64","84","0","19",
