"year","month","state","handgun_unadjusted","long_gun_unadjusted","total_unadjusted","handgun_adjusted","long_gun_adjusted","total_adjusted"
2017,"10","Illinois",22987,14638,37624,25655,13832,39487
2010,"10","Illinois",10208,11906,22114,10937,11074,22011
2022,"10","Illinois",23526,11924,35450,24790,10762,35552
2003,"10","Illinois",5296,10600,15896,5260,8676,13936
2008,"10","Illinois",7519,11266,18785,7700,9973,17672
2013,"10","Illinois",19610,16352,35961,21733,15539,37272
2006,"10","Illinois",6161,11011,17172,6194,9365,15559
2002,"10","Illinois",5141,10994,16136,5082,8895,13978
2007,"11","Illinois",6284,13019,19303,6441,9119,15560
2022,"11","Illinois",27363,16073,43436,25741,12010,37751
2008,"11","Illinois",10484,16617,27101,10786,11749,22534
2018,"11","Illinois",26519,16685,43204,24047,12529,36576
2000,"11","Illinois",5317,12807,18125,5273,8960,14232
2017,"11","Illinois",30007,18985,48992,26801,14015,40816
2005,"11","Illinois",5727,13043,18769,5795,9078,14873
2001,"11","Illinois",5937,13324,19261,5902,9325,15227
2014,"11","Illinois",22178,21076,43254,20118,15281,35400
2010,"11","Illinois",10611,15902,26512,10704,11444,22148
2019,"11","Illinois",24859,14429,39288,23073,10987,34060
2002,"11","Illinois",5094,12389,17483,5076,8671,13748
2011,"11","Illinois",13972,18766,32738,13792,13572,27364
2003,"11","Illinois",5377,12752,18129,5380,8905,14286
2025,"11","Illinois",26015,15694,41709,23930,11335,35264
2021,"11","Illinois",28370,15409,43779,26865,11691,38556
2004,"11","Illinois",5144,13697,18841,5171,9553,14724
2006,"11","Illinois",5819,13324,19143,5921,9294,15215
2016,"11","Illinois",32636,22232,54868,28955,16232,45188
2013,"11","Illinois",23407,21178,44585,21831,15390,37221
2012,"11","Illinois",19794,25865,45660,19026,18795,37820
2009,"11","Illinois",9238,14159,23397,9464,10105,19570
2024,"11","Illinois",28619,17746,46365,26472,12911,39383
2015,"11","Illinois",27988,20085,48073,24964,14543,39507
2023,"11","Illinois",30300,18153,48453,28305,13349,41654
2020,"11","Illinois",34348,21392,55739,32363,16411,48774
2016,"12","Illinois",33758,20014,53772,26973,14372,41345
2010,"12","Illinois",12928,16700,29628,10773,11349,22122
2013,"12","Illinois",27204,22425,49629,21371,15105,36477
2000,"12","Illinois",5722,12524,18246,4934,8023,12958
2008,"12","Illinois",11310,15417,26727,9778,10442,20221
2020,"12","Illinois",33916,20083,53999,28048,15096,43144
2021,"12","Illinois",32035,15747,47782,26596,11797,38393
2025,"12","Illinois",27981,16766,44747,23579,12025,35604
2005,"12","Illinois",6710,14737,21447,5665,9459,15123
2018,"12","Illinois",30716,17906,48622,25096,13343,38439
2011,"12","Illinois",18470,21385,39855,15024,14420,29444
2012,"12","Illinois",33113,33412,66526,26346,22378,48724
2006,"12","Illinois",6960,13882,20842,5945,9066,15011
2009,"12","Illinois",10748,15518,26266,9155,10584,19739
2024,"12","Illinois",30535,16998,47533,25609,12272,37881
2015,"12","Illinois",42340,24378,66718,33555,17141,50696
2017,"12","Illinois",31788,17675,49463,25676,12948,38624
2001,"12","Illinois",6474,14581,21054,5554,9329,14882
2004,"12","Illinois",6499,15754,22253,5460,10000,15461
2022,"12","Illinois",33619,20606,54226,28007,15295,43302
2007,"12","Illinois",7768,13804,21572,6710,9214,15924
2023,"12","Illinois",32707,17945,50653,27331,13153,40484
2019,"12","Illinois",28489,15802,44290,23492,11881,35373
2003,"12","Illinois",6455,14648,21102,5442,9296,14738
2014,"12","Illinois",28457,22794,51251,22367,15651,38018
2002,"12","Illinois",6135,13714,19848,5215,8727,13941
2011,"01","Indiana",13489,10102,23592,11718,10828,22546
2023,"01","Indiana",26309,15017,41326,26933,16139,43072
2017,"01","Indiana",24080,13269,37349,24070,15329,39399
2001,"01","Indiana",2460,4437,6897,2248,5598,7846
2019,"01","Indiana",19741,12214,31955,20604,13959,34563
2010,"01","Indiana",11345,9878,21223,9714,10433,20147
2009,"01","Indiana",13682,12181,25863,11608,12704,24312
2013,"01","Indiana",34511,23700,58211,31058,25844,56903
2020,"01","Indiana",25553,14686,40239,26799,16538,43337
2005,"01","Indiana",6553,8303,14856,5776,9374,15150
2006,"01","Indiana",7527,9527,17054,6534,10389,16923
2022,"01","Indiana",24555,14590,39146,25316,16060,41377
2000,"01","Indiana",2458,13676,16135,2256,17186,19442
2025,"01","Indiana",22319,14386,36705,22497,14888,37385
2007,"01","Indiana",7924,9403,17327,6774,10003,16777
2026,"01","Indiana",21847,14513,36360,21947,14936,36883
2021,"01","Indiana",42718,26763,69482,44460,29833,74293
2018,"01","Indiana",20074,12044,32118,20585,13946,34531
2002,"01","Indiana",2097,4628,6724,1913,5773,7686
2016,"01","Indiana",33651,16824,50476,32663,19111,51774
2004,"01","Indiana",6852,9018,15870,6149,10547,16696
2014,"01","Indiana",16917,12037,28954,15504,13247,28751
2003,"01","Indiana",1890,4424,6314,1712,5392,7104
2008,"01","Indiana",9273,9518,18791,7870,9952,17822
2012,"01","Indiana",16161,12146,28307,14281,13198,27479
2015,"01","Indiana",20933,13785,34718,19693,15325,35018
2024,"01","Indiana",22154,14843,36997,22481,15631,38112
2002,"02","Indiana",2449,4719,7168,1919,5521,7440
2018,"02","Indiana",27541,15987,43528,22439,15780,38219
2001,"02","Indiana",3335,5061,8396,2613,5956,8569
2013,"02","Indiana",30278,20967,51245,21624,19672,41296
2012,"02","Indiana",22574,16468,39042,16286,15622,31907
2006,"02","Indiana",8171,10074,18245,6440,10498,16938
2000,"02","Indiana",2704,13508,16212,2114,15874,17989
2021,"02","Indiana",28775,16914,45688,26032,17695,43727
2025,"02","Indiana",23777,13561,37337,21599,14085,35684
2019,"02","Indiana",24366,13212,37578,20731,13355,34085
2010,"02","Indiana",12833,10804,23637,9658,10587,20245
2003,"02","Indiana",2202,5017,7219,1725,5716,7441
2005,"02","Indiana",7798,9159,16956,6134,9734,15868
2016,"02","Indiana",36639,17470,54109,27611,16771,44381
2014,"02","Indiana",26116,16432,42548,18740,15386,34126
2026,"02","Indiana",24457,14665,39123,22124,15175,37299
2007,"02","Indiana",7622,8721,16343,5982,9032,15015
2022,"02","Indiana",26466,15630,42096,24263,16327,40590
2004,"02","Indiana",7407,9140,16547,5811,10020,15831
2020,"02","Indiana",29735,15204,44939,26253,15631,41884
2015,"02","Indiana",27529,15733,43262,20120,14913,35034
2008,"02","Indiana",10014,10185,20199,7810,10346,18156
2023,"02","Indiana",27850,15192,43042,25604,15843,41447
2024,"02","Indiana",25828,15360,41188,23644,15941,39585
2009,"02","Indiana",14440,12184,26623,11091,12197,23288
2017,"02","Indiana",30973,15439,46411,24214,15075,39289
2011,"02","Indiana",15859,11384,27243,11651,11004,22655
2014,"03","Indiana",26102,17320,43421,19427,15613,35040
2007,"03","Indiana",9089,10551,19640,6785,9843,16628
2008,"03","Indiana",10846,11304,22150,7994,10322,18315
2003,"03","Indiana",2258,5484,7742,1713,5813,7526
2022,"03","Indiana",35145,19962,55107,26529,16797,43326
2002,"03","Indiana",2251,5048,7299,1699,5547,7246
2005,"03","Indiana",8030,9542,17572,6094,9424,15518
2020,"03","Indiana",52807,27539,80345,38104,22850,60955
2016,"03","Indiana",31580,15742,47322,23382,14120,37502
2023,"03","Indiana",30567,17548,48115,23659,15306,38965
2018,"03","Indiana",32329,19963,52292,23367,17286,40652
2021,"03","Indiana",41708,23326,65033,30671,19237,49908
2024,"03","Indiana",28346,16993,45339,22393,15314,37707
2025,"03","Indiana",26616,15452,42067,21338,14146,35484
2019,"03","Indiana",30377,16194,46571,21793,13692,35484
2009,"03","Indiana",15445,13457,28902,11227,12113,23340
2010,"03","Indiana",13741,11879,25620,9912,10587,20499
2004,"03","Indiana",7866,9788,17654,5982,9990,15972
2013,"03","Indiana",27591,21145,48737,20251,19037,39288
2015,"03","Indiana",25131,16025,41155,18745,14482,33227
2012,"03","Indiana",21250,15186,36435,15424,13589,29013
2017,"03","Indiana",32325,16672,48996,23625,14777,38402
2006,"03","Indiana",8445,10874,19318,6363,10398,16761
2001,"03","Indiana",3213,4995,8208,2420,5640,8060
2000,"03","Indiana",2879,13736,16614,2166,15694,17860
2011,"03","Indiana",17643,13124,30767,12708,11680,24387
2001,"04","Indiana",1758,3466,5224,1842,5212,7054
2007,"04","Indiana",6927,7552,14478,7121,9764,16885
2017,"04","Indiana",24344,13274,37618,25133,15383,40516
2011,"04","Indiana",12481,10722,23202,12765,13009,25774
2006,"04","Indiana",5790,7762,13552,5953,10217,16170
2018,"04","Indiana",22170,13465,35636,22490,15342,37833
2024,"04","Indiana",21485,13653,35138,21870,14927,36798
2005,"04","Indiana",6239,7985,14224,6464,10774,17238
2013,"04","Indiana",19488,16028,35516,20250,18987,39237
2025,"04","Indiana",21116,12986,34101,21695,14389,36083
2020,"04","Indiana",34258,17691,51950,33829,19637,53466
2008,"04","Indiana",7773,8174,15947,7945,10369,18314
2016,"04","Indiana",23532,14051,37584,24570,16541,41111
2023,"04","Indiana",23967,15083,39050,24135,16221,40356
2000,"04","Indiana",2005,8433,10438,2102,12762,14864
2003,"04","Indiana",1634,3798,5432,1699,5455,7154
2012,"04","Indiana",15392,11972,27365,15802,14335,30137
2014,"04","Indiana",19280,12987,32266,20164,15410,35574
2022,"04","Indiana",27665,15605,43270,27570,16747,44317
2009,"04","Indiana",11685,10945,22630,11958,13675,25633
2019,"04","Indiana",21135,11444,32580,21078,12921,33999
2002,"04","Indiana",1669,3740,5409,1739,5516,7255
2015,"04","Indiana",18604,12400,31005,19550,14709,34260
2021,"04","Indiana",34201,19454,53655,33828,21190,55019
2004,"04","Indiana",5677,7350,13027,5881,10189,16070
2010,"04","Indiana",9264,8521,17785,9428,10504,19933
2008,"05","Indiana",8042,7468,15510,9376,11560,20936
2018,"05","Indiana",18154,9794,27949,21753,13920,35673
2014,"05","Indiana",17591,11056,28647,21336,15989,37325
2017,"05","Indiana",20601,11111,31712,24868,15954,40822
2022,"05","Indiana",22564,11938,34503,25978,15976,41954
2012,"05","Indiana",13473,10542,24015,16330,15306,31636
2021,"05","Indiana",26014,13809,39823,30283,18497,48780
2019,"05","Indiana",17249,9642,26891,20498,13348,33846
2011,"05","Indiana",9854,8110,17964,11874,11830,23703
2013,"05","Indiana",15362,11959,27321,18664,17328,35992
2004,"05","Indiana",4963,5598,10561,5737,9665,15402
2005,"05","Indiana",5159,5634,10793,6019,9518,15537
2000,"05","Indiana",1945,2973,4918,2160,5822,7982
2006,"05","Indiana",5489,6108,11597,6410,10101,16512
2007,"05","Indiana",6102,6056,12157,7115,9701,16816
2010,"05","Indiana",8843,7189,16031,10538,10570,21108
2002,"05","Indiana",1518,3003,4521,1711,5520,7231
2024,"05","Indiana",19420,11258,30679,22189,15046,37236
2001,"05","Indiana",2290,2971,5261,2555,5670,8225
2009,"05","Indiana",9840,8142,17982,11564,12208,23772
2016,"05","Indiana",19124,10788,29911,23069,15634,38703
2020,"05","Indiana",34361,17076,51437,40244,23296,63540
2025,"05","Indiana",19589,10965,30554,22379,14654,37033
2003,"05","Indiana",1533,3169,4702,1753,5610,7362
2023,"05","Indiana",21167,12129,33296,24302,16125,40427
2015,"05","Indiana",18170,10278,28448,21977,14861,36838
2014,"06","Indiana",14832,10029,24861,19142,15168,34310
2010,"06","Indiana",9079,7272,16352,11391,11049,22440
2008,"06","Indiana",6492,6480,12972,7961,10047,18008
2015,"06","Indiana",16894,9865,26759,21527,14623,36150
2012,"06","Indiana",13820,11030,24850,17747,16657,34404
2022,"06","Indiana",25799,13866,39665,29627,18663,48290
2006,"06","Indiana",5559,6328,11888,6688,9940,16628
2021,"06","Indiana",24257,12803,37060,27813,17367,45180
2003,"06","Indiana",1312,3053,4365,1627,5221,6848
2017,"06","Indiana",20767,11257,32024,25195,15817,41011
2024,"06","Indiana",18575,10890,29465,21669,14722,36391
2001,"06","Indiana",1592,3447,5039,2022,6108,8130
2002,"06","Indiana",1348,2943,4290,1696,5171,6867
2000,"06","Indiana",1680,3359,5039,2147,5961,8108
2018,"06","Indiana",17735,10031,27766,21052,13894,34946
2020,"06","Indiana",45912,19587,65498,53019,26795,79814
2023,"06","Indiana",20478,11927,32405,23663,16027,39689
2004,"06","Indiana",5098,6042,11141,6213,9996,16209
2013,"06","Indiana",14208,11345,25553,18357,17232,35589
2011,"06","Indiana",10117,7900,18017,12849,11927,24776
2007,"06","Indiana",6540,6648,13188,7928,10341,18269
2019,"06","Indiana",17575,9535,27110,20536,13132,33669
2005,"06","Indiana",5081,5924,11004,6110,9459,15569
2009,"06","Indiana",8053,7440,15494,9973,11430,21403
2025,"06","Indiana",18121,10837,28959,21322,14679,36001
2016,"06","Indiana",20879,13885,34764,26013,20000,46013
2012,"07","Indiana",13474,10802,24276,17796,16393,34189
2000,"07","Indiana",1574,3389,4963,2085,6019,8104
2018,"07","Indiana",15929,9231,25160,20293,12776,33069
2017,"07","Indiana",17566,11637,29203,22880,16148,39027
2023,"07","Indiana",18726,11141,29867,22331,14926,37257
2015,"07","Indiana",17430,10321,27751,23114,14729,37843
2001,"07","Indiana",1450,3457,4907,1913,6164,8078
2025,"07","Indiana",17753,10784,28537,21560,14523,36083
2024,"07","Indiana",18313,11627,29940,22108,15613,37721
2022,"07","Indiana",29394,12843,42237,34836,16900,51737
2002,"07","Indiana",1344,2922,4266,1761,5171,6931
2013,"07","Indiana",14048,10824,24872,18590,16292,34881
2021,"07","Indiana",24327,13234,37561,28873,17381,46254
2008,"07","Indiana",6950,6857,13807,8954,10525,19480
2020,"07","Indiana",37458,17764,55222,45274,23514,68788
2016,"07","Indiana",22167,14119,36286,29313,19719,49031
2009,"07","Indiana",7970,7195,15165,10298,11025,21323
2010,"07","Indiana",8715,7183,15898,11329,10996,22325
2006,"07","Indiana",5103,6171,11274,6545,9699,16244
2014,"07","Indiana",15341,10557,25897,20328,15530,35858
2005,"07","Indiana",4846,5832,10678,6222,9358,15581
2019,"07","Indiana",16022,8966,24988,19827,12209,32036
2011,"07","Indiana",9853,8000,17853,12921,12231,25153
2007,"07","Indiana",5618,6730,12348,7205,10408,17613
2003,"07","Indiana",1239,2924,4162,1607,5037,6644
2004,"07","Indiana",4830,6191,11021,6238,10269,16507
2021,"08","Indiana",24996,16265,41261,27812,17913,45725
2015,"08","Indiana",18762,13629,32391,22192,15040,37231
2020,"08","Indiana",32869,19000,51869,36876,20785,57661
2014,"08","Indiana",17599,13979,31578,20777,15544,36321
2006,"08","Indiana",6301,8779,15080,7056,9884,16940
2007,"08","Indiana",6818,9576,16393,7629,10679,18308
2001,"08","Indiana",1602,5711,7313,1777,6136,7913
2019,"08","Indiana",22811,13467,36278,25886,14691,40577
2025,"08","Indiana",19326,12779,32105,21600,14205,35806
2000,"08","Indiana",1953,5511,7464,2161,5950,8111
2005,"08","Indiana",5392,7879,13272,6025,8823,14848
2013,"08","Indiana",16294,14656,30951,19011,16402,35414
2004,"08","Indiana",5349,8989,14338,5983,9905,15888
2016,"08","Indiana",21452,15622,37074,25311,17266,42578
2024,"08","Indiana",20569,14645,35214,22919,16293,39212
2017,"08","Indiana",19766,13796,33562,23129,15185,38314
2008,"08","Indiana",7539,9314,16853,8440,10364,18805
2023,"08","Indiana",19404,13169,32573,21526,14723,36249
2003,"08","Indiana",1452,5006,6458,1624,5397,7021
2011,"08","Indiana",11252,11281,22532,12831,12606,25438
2009,"08","Indiana",9038,9746,18784,10181,10816,20997
2012,"08","Indiana",15950,14462,30412,18356,16258,34614
2010,"08","Indiana",10817,10149,20966,12274,11307,23581
2002,"08","Indiana",1590,5050,6640,1775,5410,7185
2022,"08","Indiana",27292,14714,42006,30335,16340,46675
2018,"08","Indiana",18108,12141,30249,20923,13336,34259
2017,"09","Indiana",18359,13122,31481,23150,14778,37928
2003,"09","Indiana",1438,5116,6554,1693,5314,7007
2007,"09","Indiana",5765,9242,15007,7149,10069,17218
2020,"09","Indiana",30191,18583,48774,35887,20030,55918
2008,"09","Indiana",6953,9550,16503,8694,10526,19220
2025,"09","Indiana",20005,14583,34587,22779,15089,37868
2016,"09","Indiana",19842,15442,35284,25134,17260,42395
2001,"09","Indiana",2330,7186,9516,2702,7097,9799
2005,"09","Indiana",5119,8548,13668,6186,9107,15293
2011,"09","Indiana",10733,12070,22803,13578,13133,26711
2023,"09","Indiana",18735,14180,32915,21445,15024,36469
2021,"09","Indiana",24101,17452,41552,28207,18531,46739
2019,"09","Indiana",17714,12702,30416,21508,13969,35477
2022,"09","Indiana",25238,15050,40289,29139,15968,45108
2006,"09","Indiana",6211,10058,16269,7616,10832,18448
2012,"09","Indiana",14772,14725,29496,18684,16077,34761
2009,"09","Indiana",7871,9900,17770,9918,10883,20801
2000,"09","Indiana",1803,6394,8197,2084,6216,8300
2018,"09","Indiana",15727,11892,27619,19501,13349,32850
2010,"09","Indiana",9453,9994,19447,11960,10961,22921
2004,"09","Indiana",4907,9163,14070,5841,9685,15526
2014,"09","Indiana",15940,14235,30175,20236,15547,35783
2013,"09","Indiana",14878,14875,29753,18888,16170,35059
2024,"09","Indiana",19640,15011,34651,22399,15750,38149
2015,"09","Indiana",19109,13775,32884,24299,15153,39453
2002,"09","Indiana",1326,5296,6622,1547,5374,6920
2008,"10","Indiana",9305,13251,22556,10269,11427,21696
2012,"10","Indiana",16126,18063,34189,17870,16529,34399
2004,"10","Indiana",6282,13198,19480,6238,10085,16323
2006,"10","Indiana",6362,11306,17668,6741,9325,16065
2011,"10","Indiana",11923,13802,25725,13156,12499,25655
2018,"10","Indiana",17326,14378,31704,19961,13659,33620
2025,"10","Indiana",21720,15391,37111,22576,14216,36792
2023,"10","Indiana",22038,17787,39826,23404,16391,39795
2022,"10","Indiana",23353,15012,38365,25152,13954,39106
2007,"10","Indiana",6358,11162,17520,6897,9513,16411
2015,"10","Indiana",21186,15935,37121,23804,14749,38553
2002,"10","Indiana",1832,8052,9884,1757,5858,7615
2001,"10","Indiana",3112,8879,11991,2984,6414,9399
2010,"10","Indiana",10808,12925,23732,11977,11424,23401
2020,"10","Indiana",31924,21146,53071,35899,19968,55866
2016,"10","Indiana",24076,19455,43530,27574,18046,45620
2019,"10","Indiana",18677,14707,33384,21284,14011,35295
2021,"10","Indiana",24863,18330,43194,27345,17167,44511
2000,"10","Indiana",2100,7768,9868,2016,5608,7624
2024,"10","Indiana",21459,16736,38195,22501,15434,37936
2014,"10","Indiana",18336,17182,35518,20449,15778,36227
2003,"10","Indiana",6189,12152,18340,6001,9027,15028
2013,"10","Indiana",16765,16713,33478,18565,15450,34014
2005,"10","Indiana",6072,11839,17911,6229,9416,15645
2009,"10","Indiana",10030,13476,23506,11117,11766,22883
2017,"10","Indiana",18281,15241,33521,21050,14420,35470
2005,"11","Indiana",5562,14964,20526,5751,9220,14970
2002,"11","Indiana",1641,11121,12762,1716,6036,7753
2016,"11","Indiana",28774,26673,55447,26205,16990,43195
2010,"11","Indiana",10186,16889,27075,10928,11147,22075
2011,"11","Indiana",12979,19275,32254,13885,12805,26690
2006,"11","Indiana",6928,16399,23327,7156,10189,17345
2025,"11","Indiana",24250,19961,44210,21363,13922,35285
2001,"11","Indiana",2266,11847,14113,2373,6205,8578
2023,"11","Indiana",26536,23834,50370,24011,16560,40571
2009,"11","Indiana",9002,15824,24826,9602,10265,19867
2003,"11","Indiana",5547,15906,21453,5786,9112,14898
2022,"11","Indiana",27625,21406,49031,25355,14959,40315
2024,"11","Indiana",26453,22464,48917,23567,15569,39136
2017,"11","Indiana",25849,23937,49786,23214,15283,38497
2008,"11","Indiana",12385,21141,33526,13049,13428,26477
2007,"11","Indiana",7451,16297,23748,7749,10209,17959
2000,"11","Indiana",2005,11725,13730,2102,6014,8116
2021,"11","Indiana",27585,22340,49925,25566,15637,41204
2019,"11","Indiana",25267,20919,46186,23071,14025,37096
2018,"11","Indiana",23670,21691,45361,21279,14079,35358
2014,"11","Indiana",19108,23178,42286,18592,15112,33703
2012,"11","Indiana",20086,27729,47815,21058,18360,39419
2013,"11","Indiana",19598,23966,43563,19886,15751,35637
2015,"11","Indiana",28960,23139,52098,27158,14915,42073
2004,"11","Indiana",5850,16298,22147,6076,9744,15820
2020,"11","Indiana",33879,28389,62268,31334,19523,50857
2002,"12","Indiana",2089,10936,13025,1825,5900,7724
2013,"12","Indiana",23041,24569,47609,17405,15061,32466
2021,"12","Indiana",33620,23584,57204,26485,16643,43128
2024,"12","Indiana",28448,21705,50153,22295,14881,37176
2011,"12","Indiana",18880,22429,41309,15074,13589,28663
2005,"12","Indiana",7209,17710,24919,6211,10001,16212
2010,"12","Indiana",13351,17773,31123,10881,10844,21725
2006,"12","Indiana",8121,18030,26151,6946,10415,17360
2001,"12","Indiana",2421,11571,13992,2115,6177,8292
2016,"12","Indiana",34275,24859,59134,25052,15889,40941
2017,"12","Indiana",30424,22930,53353,22531,14863,37394
2019,"12","Indiana",30810,21984,52793,23813,14943,38756
2018,"12","Indiana",28401,21801,50202,21483,14421,35904
2009,"12","Indiana",11333,16652,27985,9398,10226,19624
2022,"12","Indiana",33366,21668,55034,26266,15192,41458
2025,"12","Indiana",26830,21273,48103,21078,14533,35611
